"Flavor","CheckId","InstallId","BuildId"
"r-devel-linux-x86_64-debian-gcc","d0896d731c8b99751f5606b1633c17cd","8d69f6eaf0b375ff4e8a516a4c56c16c","8d69f6eaf0b375ff4e8a516a4c56c16c"
